Day,Cath Room 1 Proc 1,Cath Room 1 Proc 2,Cath Room 1 Proc 3,Cath Room 1 Proc 4,Cath Room 1 Proc 5,Cath Room 1 Proc 6,Cath Room 2 Proc 1,Cath Room 2 Proc 2,Cath Room 2 Proc 3,Cath Room 2 Proc 4,Cath Room 2 Proc 5,Cath Room 2 Proc 6,Cath Room 3 Proc 1,Cath Room 3 Proc 2,Cath Room 3 Proc 3,Cath Room 3 Proc 4,Cath Room 3 Proc 5,Cath Room 3 Proc 6,Cath Room 4 Proc 1,Cath Room 4 Proc 2,Cath Room 4 Proc 3,Cath Room 4 Proc 4,Cath Room 4 Proc 5,Cath Room 4 Proc 6,Cath Room 5 Proc 1,Cath Room 5 Proc 2,Cath Room 5 Proc 3,Cath Room 5 Proc 4,Cath Room 5 Proc 5,Cath Room 5 Proc 6,EP Room 1 Proc 1,EP Room 1 Proc 2,EP Room 1 Proc 3,EP Room 1 Proc 4,EP Room 1 Proc 5,EP Room 1 Proc 6,EP Room 1 Proc 7,EP Room 2 Proc 1,EP Room 2 Proc 2,EP Room 2 Proc 3,EP Room 2 Proc 4,EP Room 2 Proc 5,EP Room 2 Proc 6,EP Room 2 Proc 7,EP Room 3 Proc 1,EP Room 3 Proc 2,EP Room 3 Proc 3,EP Room 3 Proc 4,EP Room 3 Proc 5,EP Room 3 Proc 6,EP Room 3 Proc 7,EP Room 4 Proc 1,EP Room 4 Proc 2,EP Room 4 Proc 3,EP Room 4 Proc 4,EP Room 4 Proc 5,EP Room 4 Proc 6,EP Room 4 Proc 7,Overflow Proc 1,Overflow Proc 2,Overflow Proc 3,Overflow Proc 4,Overflow Proc 5,Overflow Proc 6,Overflow Proc 7
108,"(1638, 180.59)","(238, 110.21)","(3310, 102.2)","(3295, 86.76)",0.0,0.0,"(1899, 175.92)","(52, 114.14)","(1496, 105.75)","(1164, 75.52)","(1307, 42.0)",0.0,"(1159, 168.45)","(446, 125.02)","(1921, 100.99)","(1916, 80.65)","(1976, 89.59)",0.0,"(1156, 142.76)","(1969, 141.13)","(3436, 108.88)","(1708, 91.43)",0.0,0.0,"(424, 201.74)","(1447, 109.89)","(1853, 98.49)","(1596, 74.9)",0.0,0.0,"(3610, 327.85)","(3563, 177.17)","(3490, 99.47)",0.0,0.0,0.0,0.0,"(3689, 401.72)","(2490, 148.65)","(2510, 37.42)",0.0,0.0,0.0,0.0,"(1037, 260.93)","(3726, 260.93)","(132, 58.2)",0.0,0.0,0.0,0.0,"(2346, 322.42)","(3080, 209.36)","(2651, 40.12)","(3411, 10.0)",0.0,0.0,0.0,"(135, 634.8)",0.0,0.0,0.0,0.0,0.0,0.0
109,"(1172, 200.69)","(861, 190.82)","(517, 106.29)",0.0,0.0,0.0,"(2732, 211.37)","(3404, 149.76)","(911, 126.57)","(535, 76.91)",0.0,0.0,"(1387, 225.29)","(351, 140.57)","(1398, 110.7)","(2868, 93.03)",0.0,0.0,"(1920, 244.57)","(1375, 135.7)","(1882, 108.44)","(544, 56.0)",0.0,0.0,"(1900, 200.94)","(55, 184.55)","(3284, 108.33)",0.0,0.0,0.0,"(2252, 369.17)",0.0,0.0,0.0,0.0,0.0,0.0,"(2710, 265.82)","(3153, 54.15)",0.0,0.0,0.0,0.0,0.0,"(2668, 189.27)","(2507, 126.87)","(149, 23.22)",0.0,0.0,0.0,0.0,"(987, 136.57)","(3676, 136.57)","(156, 42.25)","(3099, 27.82)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,"(755, 221.46)","(1192, 144.91)","(3333, 110.13)","(489, 93.71)",0.0,0.0,"(2802, 361.28)","(2770, 113.51)","(311, 94.35)",0.0,0.0,0.0,"(3336, 300.92)","(1421, 127.46)","(365, 104.16)",0.0,0.0,0.0,"(837, 238.25)","(834, 137.29)","(313, 109.77)","(1648, 92.53)",0.0,0.0,"(1177, 201.16)","(762, 175.85)","(285, 109.57)","(447, 82.56)",0.0,0.0,"(3547, 199.7)","(3031, 73.97)","(2166, 85.72)",0.0,0.0,0.0,0.0,"(2323, 305.21)","(2147, 36.28)",0.0,0.0,0.0,0.0,0.0,"(2396, 406.65)",0.0,0.0,0.0,0.0,0.0,0.0,"(3499, 174.23)","(3791, 136.57)","(2150, 29.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,"(734, 304.71)","(559, 135.38)","(637, 108.98)","(3224, 52.0)",0.0,0.0,"(927, 283.6)","(1654, 138.11)","(1620, 111.72)","(2438, 56.89)",0.0,0.0,"(2125, 199.24)","(1961, 164.11)","(49, 121.23)","(3223, 74.97)",0.0,0.0,"(1774, 330.9)","(1667, 125.19)","(2416, 93.48)","(3178, 44.0)",0.0,0.0,"(2789, 257.01)","(3331, 150.11)","(3380, 119.26)","(604, 71.27)",0.0,0.0,"(2279, 342.09)","(954, 45.6)","(2350, 30.47)",0.0,0.0,0.0,0.0,"(2957, 184.56)","(968, 122.2)","(2938, 72.0)","(3643, 45.6)",0.0,0.0,0.0,"(2239, 265.03)","(3657, 122.2)","(3758, 45.6)",0.0,0.0,0.0,0.0,"(2890, 289.73)","(3772, 122.2)","(1054, 10.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,"(1952, 145.78)","(3287, 142.94)","(409, 120.03)","(1568, 99.73)",0.0,0.0,"(3268, 280.34)","(1503, 120.49)","(1631, 99.8)",0.0,0.0,0.0,"(1301, 173.64)","(1907, 130.75)","(21, 104.44)","(1494, 98.89)",0.0,0.0,"(1795, 165.23)","(1868, 136.66)","(242, 113.59)","(1348, 87.15)",0.0,0.0,"(1187, 381.08)","(1515, 99.86)","(1242, 81.35)",0.0,0.0,0.0,"(2201, 197.4)","(1019, 90.67)","(2472, 37.53)",0.0,0.0,0.0,0.0,"(2687, 208.31)","(3823, 90.67)","(2361, 25.18)",0.0,0.0,0.0,0.0,"(2255, 287.58)","(3572, 55.82)",0.0,0.0,0.0,0.0,0.0,"(2331, 300.72)","(2643, 10.58)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,"(1282, 293.97)","(1906, 115.14)","(3256, 88.46)","(26, 75.57)",0.0,0.0,"(208, 151.23)","(1458, 141.28)","(510, 116.52)","(476, 92.41)",0.0,0.0,"(1808, 152.99)","(433, 139.23)","(1309, 117.57)","(1508, 88.19)","(3215, 65.93)",0.0,"(230, 167.95)","(1875, 134.1)","(386, 111.08)","(1938, 87.21)",0.0,0.0,"(1547, 183.16)","(1433, 128.98)","(210, 100.05)","(1721, 87.78)","(3198, 62.95)",0.0,"(3611, 249.81)","(2966, 31.0)",0.0,0.0,0.0,0.0,0.0,"(2511, 200.3)","(3708, 90.67)",0.0,0.0,0.0,0.0,0.0,"(3083, 161.28)","(3487, 92.53)",0.0,0.0,0.0,0.0,0.0,"(2623, 138.3)","(2536, 100.9)","(2516, 21.23)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,"(290, 235.18)","(1461, 148.84)","(398, 122.08)","(2031, 95.75)",0.0,0.0,"(924, 207.91)","(551, 178.57)","(2775, 121.78)","(441, 75.25)",0.0,0.0,"(3384, 319.11)","(1111, 132.97)","(769, 112.39)",0.0,0.0,0.0,"(829, 361.51)","(1130, 126.73)","(1121, 103.9)",0.0,0.0,0.0,"(2037, 232.84)","(2772, 149.36)","(1477, 122.51)","(721, 97.56)",0.0,0.0,"(2470, 330.75)","(2340, 228.09)","(3095, 22.75)",0.0,0.0,0.0,0.0,"(3669, 366.51)","(2509, 208.74)","(2170, 15.0)",0.0,0.0,0.0,0.0,"(1036, 278.31)","(3725, 278.31)","(3420, 57.0)",0.0,0.0,0.0,0.0,"(2344, 294.34)","(2307, 271.26)","(2161, 18.92)",0.0,0.0,0.0,0.0,"(2168, 634.8)","(1131, 79.92)",0.0,0.0,0.0,0.0,0.0
115,"(3377, 291.21)","(1833, 133.52)","(1937, 115.04)",0.0,0.0,0.0,"(3467, 378.14)","(1462, 123.77)","(668, 99.07)",0.0,0.0,0.0,"(818, 220.62)","(34, 174.78)","(405, 120.25)",0.0,0.0,0.0,"(1263, 255.3)","(332, 141.32)","(680, 117.43)","(1115, 42.0)",0.0,0.0,"(540, 259.12)","(815, 135.07)","(432, 121.04)","(3010, 100.0)",0.0,0.0,"(2244, 302.51)","(2199, 246.36)","(2993, 57.0)",0.0,0.0,0.0,0.0,"(3491, 280.91)","(3840, 278.31)","(3019, 40.47)",0.0,0.0,0.0,0.0,"(980, 366.51)","(2220, 213.87)","(2970, 32.62)",0.0,0.0,0.0,0.0,"(3784, 366.51)","(2210, 188.87)","(3015, 40.65)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,"(2921, 153.2)","(2093, 133.2)","(2421, 90.29)","(1720, 76.49)","(1646, 76.18)",0.0,"(806, 171.84)","(2133, 120.86)","(580, 88.66)","(2815, 72.6)",0.0,0.0,"(2143, 214.76)","(638, 93.21)","(3232, 83.97)","(3191, 70.12)",0.0,0.0,"(1995, 150.07)","(1484, 143.3)","(772, 86.65)","(3175, 73.8)",0.0,0.0,"(2420, 152.08)","(2444, 136.6)","(1510, 89.46)","(3181, 75.25)","(1198, 72.87)",0.0,"(2243, 317.98)","(3754, 191.94)","(935, 37.07)","(2358, 25.3)","(2897, 17.1)",0.0,0.0,"(2250, 313.69)","(3639, 191.94)","(2962, 36.77)","(2959, 36.12)",0.0,0.0,0.0,"(951, 292.47)","(3755, 292.47)",0.0,0.0,0.0,0.0,0.0,"(3640, 292.47)","(950, 191.94)","(2910, 141.13)",0.0,0.0,0.0,0.0,"(2881, 166.83)",0.0,0.0,0.0,0.0,0.0,0.0
117,"(1277, 160.34)","(2086, 139.36)","(1645, 111.18)","(1707, 82.86)",0.0,0.0,"(1970, 349.81)","(1169, 91.41)","(1880, 66.74)",0.0,0.0,0.0,"(1308, 205.06)","(1212, 127.07)","(1836, 103.59)","(1647, 82.27)",0.0,0.0,"(1563, 223.17)","(1426, 121.38)","(1141, 97.15)","(188, 63.63)",0.0,0.0,"(1805, 148.27)","(1190, 139.93)","(3576, 113.17)","(1787, 84.66)",0.0,0.0,"(1044, 233.03)","(3848, 233.03)","(105, 125.63)",0.0,0.0,0.0,0.0,"(3733, 233.03)","(2554, 199.07)","(3857, 146.17)",0.0,0.0,0.0,0.0,"(940, 319.6)","(2575, 170.82)","(2620, 37.0)","(2354, 13.9)",0.0,0.0,0.0,"(2387, 291.93)","(99, 178.05)","(2356, 62.22)","(1081, 3.28)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,"(1449, 201.96)","(1142, 128.47)","(1419, 105.78)","(1248, 79.04)",0.0,0.0,"(3307, 171.17)","(1482, 138.85)","(1688, 110.4)","(201, 82.58)",0.0,0.0,"(251, 147.01)","(3254, 141.29)","(1817, 111.64)","(1504, 88.72)","(1888, 86.04)",0.0,"(241, 213.33)","(1879, 122.11)","(1315, 100.45)","(1220, 80.0)",0.0,0.0,"(2070, 192.75)","(1495, 134.17)","(1238, 110.33)","(1687, 78.86)",0.0,0.0,"(3023, 397.05)","(3742, 146.17)",0.0,0.0,0.0,0.0,0.0,"(3744, 319.6)","(3074, 160.54)","(180, 32.35)","(175, 11.33)",0.0,0.0,0.0,"(3629, 319.6)","(2635, 170.49)","(159, 23.27)",0.0,0.0,0.0,0.0,"(3618, 383.15)","(1053, 146.17)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,"(2137, 231.22)","(2825, 154.21)","(2749, 105.61)","(2751, 90.97)",0.0,0.0,"(2024, 276.43)","(1846, 150.38)","(2799, 103.55)","(1828, 86.37)",0.0,0.0,"(344, 196.95)","(2146, 160.92)","(1336, 111.41)","(2842, 102.7)",0.0,0.0,"(1424, 206.51)","(3383, 159.19)","(1321, 107.1)","(294, 102.51)",0.0,0.0,"(2051, 175.57)","(2105, 174.34)","(2801, 137.38)","(1777, 95.44)",0.0,0.0,"(2230, 324.06)","(2466, 136.63)","(933, 66.2)","(3096, 32.35)",0.0,0.0,0.0,"(965, 306.06)","(2268, 234.25)",0.0,0.0,0.0,0.0,0.0,"(3769, 306.06)","(3021, 204.89)","(3139, 37.68)",0.0,0.0,0.0,0.0,"(2295, 327.23)","(2995, 123.9)","(2574, 85.07)","(3111, 2.95)",0.0,0.0,0.0,"(1744, 79.95)","(1252, 76.2)",0.0,0.0,0.0,0.0,0.0
120,"(1975, 186.13)","(2132, 161.34)","(3428, 141.65)","(1359, 92.37)",0.0,0.0,"(697, 180.77)","(329, 164.18)","(331, 147.38)","(3403, 88.64)",0.0,0.0,"(1250, 216.19)","(2809, 154.46)","(2763, 106.31)","(1276, 100.62)",0.0,0.0,"(318, 203.78)","(1197, 160.5)","(3441, 108.87)","(2782, 101.52)",0.0,0.0,"(761, 180.07)","(3435, 173.17)","(2774, 124.07)","(1943, 100.51)",0.0,0.0,"(2177, 249.43)","(3821, 241.58)",0.0,0.0,0.0,0.0,0.0,"(3654, 306.06)","(2221, 226.31)",0.0,0.0,0.0,0.0,0.0,"(2300, 363.0)","(2648, 103.17)","(2380, 38.8)",0.0,0.0,0.0,0.0,"(1017, 241.58)","(3706, 241.58)","(2160, 23.0)",0.0,0.0,0.0,0.0,"(1545, 239.31)",0.0,0.0,0.0,0.0,0.0,0.0
121,"(2433, 212.98)","(597, 140.88)","(2134, 106.29)","(569, 76.82)","(1695, 65.63)",0.0,"(2117, 194.0)","(679, 143.28)","(2777, 108.21)","(2432, 90.07)","(3179, 67.03)",0.0,"(1388, 188.99)","(2401, 143.58)","(2422, 127.31)","(3177, 78.75)",0.0,0.0,"(2130, 178.39)","(2119, 144.11)","(1546, 139.08)","(578, 73.53)","(3182, 68.0)",0.0,"(2447, 174.88)","(676, 150.27)","(1566, 128.21)","(588, 85.75)",0.0,0.0,"(2939, 191.3)","(3824, 176.32)",0.0,0.0,0.0,0.0,0.0,"(2289, 245.18)","(2965, 14.97)","(2884, 31.08)","(2616, 23.27)","(2919, 19.53)","(2661, 16.77)",0.0,"(2238, 378.1)",0.0,0.0,0.0,0.0,0.0,0.0,"(1020, 176.32)","(3709, 176.32)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,"(214, 172.38)","(3354, 135.27)","(266, 115.67)","(1406, 102.15)","(537, 81.03)",0.0,"(1851, 181.24)","(1760, 132.92)","(3373, 114.94)","(514, 98.85)","(1732, 60.64)",0.0,"(3291, 206.15)","(3260, 125.34)","(532, 109.11)","(1318, 95.17)",0.0,0.0,"(45, 149.29)","(1942, 140.86)","(1671, 121.88)","(1955, 106.13)","(1684, 93.34)",0.0,"(1225, 149.64)","(1365, 135.76)","(1872, 125.32)","(1488, 108.2)","(2082, 92.09)",0.0,"(3552, 262.48)","(3592, 164.15)",0.0,0.0,0.0,0.0,0.0,"(3621, 330.04)","(3152, 35.93)",0.0,0.0,0.0,0.0,0.0,"(2685, 188.96)","(3727, 168.05)","(1056, 7.92)",0.0,0.0,0.0,0.0,"(72, 210.1)","(113, 131.6)","(3567, 25.43)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,"(275, 201.38)","(1258, 126.1)","(2052, 109.94)","(1640, 96.08)",0.0,0.0,"(1490, 149.1)","(1255, 148.82)","(1749, 115.85)","(438, 105.61)","(1649, 82.43)",0.0,"(1476, 163.92)","(1453, 135.71)","(1641, 115.85)","(1750, 103.53)","(519, 83.61)",0.0,"(3259, 172.99)","(3364, 133.02)","(1881, 115.78)","(1672, 102.16)","(1326, 82.32)",0.0,"(485, 187.18)","(1849, 132.73)","(3349, 111.14)","(1414, 96.57)","(197, 74.68)",0.0,"(2521, 241.71)","(3056, 103.73)",0.0,0.0,0.0,0.0,0.0,"(3523, 202.8)","(3842, 168.05)",0.0,0.0,0.0,0.0,0.0,"(3051, 171.81)","(1038, 168.05)",0.0,0.0,0.0,0.0,0.0,"(2580, 289.89)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,"(1386, 178.77)","(2828, 154.62)","(843, 142.74)","(1861, 114.71)",0.0,0.0,"(2030, 348.71)","(1134, 127.16)","(3477, 116.6)",0.0,0.0,0.0,"(2010, 189.77)","(687, 152.24)","(488, 132.9)","(807, 118.61)",0.0,0.0,"(2873, 177.74)","(3231, 167.86)","(1390, 131.54)","(1105, 108.78)",0.0,0.0,"(723, 178.88)","(1392, 154.08)","(1103, 143.45)","(464, 110.19)",0.0,0.0,"(974, 234.25)","(2213, 175.68)","(2660, 36.73)",0.0,0.0,0.0,0.0,"(102, 304.59)","(2185, 108.13)",0.0,0.0,0.0,0.0,0.0,"(3675, 355.51)","(2165, 48.02)","(1676, 40.12)",0.0,0.0,0.0,0.0,"(2197, 216.01)","(3554, 210.4)",0.0,0.0,0.0,0.0,0.0,"(2405, 92.46)","(493, 91.95)","(852, 90.08)","(295, 89.21)","(1847, 86.69)","(1100, 86.48)","(1093, 71.73)"
125,"(3395, 201.31)","(898, 151.66)","(1765, 123.46)","(1416, 109.43)",0.0,0.0,"(2415, 223.24)","(2423, 150.82)","(645, 122.62)","(1108, 103.15)",0.0,0.0,"(3363, 242.89)","(1106, 146.1)","(906, 121.09)","(1709, 93.41)",0.0,0.0,"(2449, 171.22)","(833, 168.96)","(1313, 140.94)","(1924, 108.42)",0.0,0.0,"(342, 214.56)","(2781, 150.87)","(1859, 122.68)","(2758, 104.52)",0.0,0.0,"(3663, 234.25)","(3005, 154.37)","(1080, 22.18)",0.0,0.0,0.0,0.0,"(3778, 234.25)","(2974, 110.57)","(2207, 36.77)","(1077, 37.07)",0.0,0.0,0.0,"(986, 355.51)","(1079, 38.8)","(177, 20.5)",0.0,0.0,0.0,0.0,"(3790, 355.51)","(851, 196.92)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
